"","AR_ID","NID_ID","Dam_Name","Description","Year_Removed","Latitude","Longitude","City_County","River","HUC8","State","Dam_Height_ft","Dam_Length_ft","Year_Built","Owner","Original.Use","Type_Material","Miles_Restored_US","Miles_Restored_DS","River_Miles_Reported","Last_Updated","X","X.1"
"131","CA-108","","HJFD19","Nine dams in total were removed in the Cleveland National Forest in 2017.  Four dams were removed from Silverado Creek and five dams from Holy Jim Creek.  This is part of a larger project to remove about 80 dams from four streams in Orange County, California.","2017",33.68914814,-117.51172,"Orange County","Holy Jim Creek","Aliso-San Onofre","CA","2.5","16","1970s","US Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","2 (total)","2/8/2018","",""
"132","CA-109","","Milliken Creek Dam","","2017",38.349033,-122.263458,"Napa/Napa","Milliken Creek/Napa River","San Pablo Bay","CA","13","","1950s","","Golf course irrigation","Concrete shell filled with dirt with a corrugated steel culvert","","","","2/8/2018","",""
"133","CA-110","","SCFD10","Nine dams in total were removed in the Cleveland National Forest in 2017.  Four dams were removed from Silverado Creek and five dams from Holy Jim Creek.  This is part of a larger project to remove about 80 dams from four streams in Orange County, California.","2017",33.75190814,-117.570491,"Orange County","Silverado Creek","Santa Ana","CA","7.5","53","1970s","US Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","2 (total)","2/8/2018","",""
"134","CA-111","","SCFD12","Nine dams in total were removed in the Cleveland National Forest in 2017.  Four dams were removed from Silverado Creek and five dams from Holy Jim Creek.  This is part of a larger project to remove about 80 dams from four streams in Orange County, California.","2017",33.75222714,-117.568092,"Orange County","Silverado Creek","Santa Ana","CA","4","25","1970s","US Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","2 (total)","2/8/2018","",""
"135","CA-112","","SCFD7","Nine dams in total were removed in the Cleveland National Forest in 2017.  Four dams were removed from Silverado Creek and five dams from Holy Jim Creek.  This is part of a larger project to remove about 80 dams from four streams in Orange County, California.","2017",33.75138867,-117.5711196,"Orange County","Silverado Creek","Santa Ana","CA","6.5","45","1970s","US Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","2 (total)","2/8/2018","",""
"136","CA-113","","SCFD8","Nine dams in total were removed in the Cleveland National Forest in 2017.  Four dams were removed from Silverado Creek and five dams from Holy Jim Creek.  This is part of a larger project to remove about 80 dams from four streams in Orange County, California.","2017",33.75165284,-117.5710077,"Orange County","Silverado Creek","Santa Ana","CA","6.5","40","1970s","US Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","2 (total)","2/8/2018","",""
"137","CA-114","","Dennett Dam","This project involved the removal of Dennett Dam, an abandoned low-head dam located on the lower Tuolumne River in Modesto, California. The dam has been an instream barrier to anadromous fish passage, controlling local hydraulic and sediment transport conditions, for over 60 years, while also impeding water flow in the river. It is also a significant safety hazard adjacent to a major park, and has been the location of three drowning deaths in the last five years, including two children.","2018",37.62733,-120.98784,"Modesto/Stanislaus","Tuolumne River","Lower Tuolumne","CA","10","247","1933","Present Owner Unknown (or they don't want to be known). Built by the City of Modesto and condemned by the State of California in the 1940's or 1950's. Riverbed in CA is owned by the State.","Recreational Lake","Wood Timbers and Steel Sheet Piles","36","","","2/5/2019","",""
"138","CA-115","","HJFD1","33 dams in total were removed in the Cleveland National Forest in 2018.  18 dams were removed from from Holy Jim Creek, one from Trabuco Creek, four in upper San Juan Creek, and 10 in lower San Juan Creek. This is part of a larger project to remove approximately 80 dams from four streams in Orange County, California.","2018",33.67930715,-117.517196,"Orange County","Holy Jim Creek","Aliso-San Onofre","CA","2.5","16","Unknown, most of the dams were built or rebuilt in 1970s by Orange County","U.S. Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","","2/5/2019","",""
"139","CA-116","","HJFD11","33 dams in total were removed in the Cleveland National Forest in 2018.  18 dams were removed from from Holy Jim Creek, one from Trabuco Creek, four in upper San Juan Creek, and 10 in lower San Juan Creek. This is part of a larger project to remove approximately 80 dams from four streams in Orange County, California.","2018",33.68381514,-117.515112,"Orange County","Holy Jim Creek","Aliso-San Onofre","CA","1","3.5","Unknown, most of the dams were built or rebuilt in 1970s by Orange County","U.S. Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","","2/5/2019","",""
"140","CA-117","","HJFD2","33 dams in total were removed in the Cleveland National Forest in 2018.  18 dams were removed from from Holy Jim Creek, one from Trabuco Creek, four in upper San Juan Creek, and 10 in lower San Juan Creek. This is part of a larger project to remove approximately 80 dams from four streams in Orange County, California.","2018",33.68053315,-117.517256,"Orange County","Holy Jim Creek","Aliso-San Onofre","CA","4","4","Unknown, most of the dams were built or rebuilt in 1970s by Orange County","U.S. Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","","2/5/2019","",""
"141","CA-118","","HJFD21","33 dams in total were removed in the Cleveland National Forest in 2018.  18 dams were removed from from Holy Jim Creek, one from Trabuco Creek, four in upper San Juan Creek, and 10 in lower San Juan Creek. This is part of a larger project to remove approximately 80 dams from four streams in Orange County, California.","2018",33.69067414,-117.511821,"Orange County","Holy Jim Creek","Aliso-San Onofre","CA","7.5 - 4.0 ","50","Unknown, most of the dams were built or rebuilt in 1970s by Orange County","U.S. Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","","2/5/2019","",""
"142","CA-119","","HJFD22","33 dams in total were removed in the Cleveland National Forest in 2018.  18 dams were removed from from Holy Jim Creek, one from Trabuco Creek, four in upper San Juan Creek, and 10 in lower San Juan Creek. This is part of a larger project to remove approximately 80 dams from four streams in Orange County, California.","2018",33.69085714,-117.51185,"Orange County","Holy Jim Creek","Aliso-San Onofre","CA","5","45","Unknown, most of the dams were built or rebuilt in 1970s by Orange County","U.S. Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","","2/5/2019","",""
"143","CA-120","","HJFD23","33 dams in total were removed in the Cleveland National Forest in 2018.  18 dams were removed from from Holy Jim Creek, one from Trabuco Creek, four in upper San Juan Creek, and 10 in lower San Juan Creek. This is part of a larger project to remove approximately 80 dams from four streams in Orange County, California.","2018",33.69109514,-117.511764,"Orange County","Holy Jim Creek","Aliso-San Onofre","CA","3.0 - 0.0 ","34","Unknown, most of the dams were built or rebuilt in 1970s by Orange County","U.S. Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","","2/5/2019","",""
"144","CA-121","","HJFD25","33 dams in total were removed in the Cleveland National Forest in 2018.  18 dams were removed from from Holy Jim Creek, one from Trabuco Creek, four in upper San Juan Creek, and 10 in lower San Juan Creek. This is part of a larger project to remove approximately 80 dams from four streams in Orange County, California.","2018",33.69147814,-117.511602,"Orange County","Holy Jim Creek","Aliso-San Onofre","CA","4","50","Unknown, most of the dams were built or rebuilt in 1970s by Orange County","U.S. Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","","2/5/2019","",""
"145","CA-122","","HJFD26","33 dams in total were removed in the Cleveland National Forest in 2018.  18 dams were removed from from Holy Jim Creek, one from Trabuco Creek, four in upper San Juan Creek, and 10 in lower San Juan Creek. This is part of a larger project to remove approximately 80 dams from four streams in Orange County, California.","2018",33.69156214,-117.511527,"Orange County","Holy Jim Creek","Aliso-San Onofre","CA","6.0 - 0.0","30","Unknown, most of the dams were built or rebuilt in 1970s by Orange County","U.S. Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","","2/5/2019","",""
"146","CA-123","","HJFD29","33 dams in total were removed in the Cleveland National Forest in 2018.  18 dams were removed from from Holy Jim Creek, one from Trabuco Creek, four in upper San Juan Creek, and 10 in lower San Juan Creek. This is part of a larger project to remove approximately 80 dams from four streams in Orange County, California.","2018",33.69223914,-117.512096,"Orange County","Holy Jim Creek","Aliso-San Onofre","CA","6","30","Unknown, most of the dams were built or rebuilt in 1970s by Orange County","U.S. Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","","2/5/2019","",""
"147","CA-124","","HJFD30","33 dams in total were removed in the Cleveland National Forest in 2018.  18 dams were removed from from Holy Jim Creek, one from Trabuco Creek, four in upper San Juan Creek, and 10 in lower San Juan Creek. This is part of a larger project to remove approximately 80 dams from four streams in Orange County, California.","2018",33.69219014,-117.512136,"Orange County","Holy Jim Creek","Aliso-San Onofre","CA","4","23","Unknown, most of the dams were built or rebuilt in 1970s by Orange County","U.S. Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","","2/5/2019","",""
"148","CA-125","","HJFD31","33 dams in total were removed in the Cleveland National Forest in 2018.  18 dams were removed from from Holy Jim Creek, one from Trabuco Creek, four in upper San Juan Creek, and 10 in lower San Juan Creek. This is part of a larger project to remove approximately 80 dams from four streams in Orange County, California.","2018",33.69232214,-117.512348,"Orange County","Holy Jim Creek","Aliso-San Onofre","CA","6.0 - 0.0 ","40","Unknown, most of the dams were built or rebuilt in 1970s by Orange County","U.S. Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","","2/5/2019","",""
"149","CA-126","","HJFD32","33 dams in total were removed in the Cleveland National Forest in 2018.  18 dams were removed from from Holy Jim Creek, one from Trabuco Creek, four in upper San Juan Creek, and 10 in lower San Juan Creek. This is part of a larger project to remove approximately 80 dams from four streams in Orange County, California.","2018",33.69251214,-117.512698,"Orange County","Holy Jim Creek","Aliso-San Onofre","CA","9.5 - 4.0 ","55","Unknown, most of the dams were built or rebuilt in 1970s by Orange County","U.S. Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","","2/5/2019","",""
"150","CA-127","","HJFD33","33 dams in total were removed in the Cleveland National Forest in 2018.  18 dams were removed from from Holy Jim Creek, one from Trabuco Creek, four in upper San Juan Creek, and 10 in lower San Juan Creek. This is part of a larger project to remove approximately 80 dams from four streams in Orange County, California.","2018",33.69276614,-117.51287,"Orange County","Holy Jim Creek","Aliso-San Onofre","CA","6.8 - 0.0 ","46","Unknown, most of the dams were built or rebuilt in 1970s by Orange County","U.S. Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","","2/5/2019","",""
"151","CA-128","","HJFD34","33 dams in total were removed in the Cleveland National Forest in 2018.  18 dams were removed from from Holy Jim Creek, one from Trabuco Creek, four in upper San Juan Creek, and 10 in lower San Juan Creek. This is part of a larger project to remove approximately 80 dams from four streams in Orange County, California.","2018",33.69283114,-117.513166,"Orange County","Holy Jim Creek","Aliso-San Onofre","CA","7.0 - 3.0","43","Unknown, most of the dams were built or rebuilt in 1970s by Orange County","U.S. Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","","2/5/2019","",""
"152","CA-129","","HJFD34.1/35","33 dams in total were removed in the Cleveland National Forest in 2018.  18 dams were removed from from Holy Jim Creek, one from Trabuco Creek, four in upper San Juan Creek, and 10 in lower San Juan Creek. This is part of a larger project to remove approximately 80 dams from four streams in Orange County, California.","2018",33.69283114,-117.513166,"Orange County","Holy Jim Creek","Aliso-San Onofre","CA","","","Unknown, most of the dams were built or rebuilt in 1970s by Orange County","U.S. Forest Service","Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression","Rock and mortar","","","","2/5/2019","",""
